Item #,Warehouse,Category,Manufacturer,Model,Grade,Capacity,Carrier,Color,Lock Status,Model Number,Parts Message,Increment Size,Quantity Available,List Price,Transaction Status,Transaction Quantity,Transaction Price,Expires,New Offer Quantity,New Offer Price
44421,New York,PHONES,Apple,iPhone 16,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,A3081,,1,1,500,,,,,,
45155,New York,PHONES,Apple,iPhone 16 Plus,A1-Stock,128GB,Other,Black,Locked,A3082,,1,1,555,,,,,,
45389,New York,PHONES,Apple,iPhone 16 Plus,A1-Stock,128GB,Other,Ultramarin,Locked,A3082,,1,1,555,,,,,,
45139,New York,PHONES,Apple,iPhone 16 Plus,B1-Stock,128GB,Other,Pink,Locked,A3082,,1,1,535,,,,,,
45152,New York,PHONES,Apple,iPhone 16 Plus,B1-Stock,128GB,Other,Black,Locked,A3082,,1,2,535,,,,,,
45391,New York,PHONES,Apple,iPhone 16 Plus,B1-Stock,128GB,Other,Ultramarin,Locked,A3082,,1,1,535,,,,,,
45392,New York,PHONES,Apple,iPhone 16 Plus,B2-Stock,128GB,Other,Ultramarin,Locked,A3082,,1,1,525,,,,,,
45140,New York,PHONES,Apple,iPhone 16 Plus,B2-Stock,128GB,Other,Pink,Locked,A3082,,1,2,525,,,,,,
45364,New York,PHONES,Apple,iPhone 16 Plus,B2-Stock,128GB,Other,Black,Locked,A3082,,1,2,525,,,,,,
45470,New York,PHONES,Apple,iPhone 16 Pro,A1-Stock,128GB,Other,Black Tita,Locked,A3083,,1,1,650,,,,,,
45484,New York,PHONES,Apple,iPhone 16 Pro,A1-Stock,128GB,Other,Natural Ti,Locked,A3083,,1,1,650,,,,,,
43624,New York,PHONES,Apple,iPhone 16 Pro,A1-Stock,128GB,GSM Unlocked,Black Tita,GSM Unlocked,A3083,,1,3,770,,,,,,
43632,New York,PHONES,Apple,iPhone 16 Pro,A1-Stock,128GB,GSM Unlocked,Desert Tit,GSM Unlocked,A3083,,1,5,770,,,,,,
43647,New York,PHONES,Apple,iPhone 16 Pro,A1-Stock,128GB,GSM Unlocked,White Tita,GSM Unlocked,A3083,,1,1,770,,,,,,
45136,New York,PHONES,Apple,iPhone 16 Pro,A2-Stock,128GB,Other,Desert Tit,Locked,A3083,,1,2,640,,,,,,
45492,New York,PHONES,Apple,iPhone 16 Pro,B1-Stock,128GB,Other,White Tita,Locked,A3083,,1,1,630,,,,,,
45472,New York,PHONES,Apple,iPhone 16 Pro,B1-Stock,128GB,Other,Black Tita,Locked,A3083,,1,2,630,,,,,,
45479,New York,PHONES,Apple,iPhone 16 Pro,B1-Stock,128GB,Other,Desert Tit,Locked,A3083,,1,2,630,,,,,,
45137,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,128GB,Other,Desert Tit,Locked,A3083,,1,2,610,,,,,,
45493,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,128GB,Other,White Tita,Locked,A3083,,1,1,610,,,,,,
45473,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,128GB,Other,Black Tita,Locked,A3083,,1,1,610,,,,,,
45143,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,128GB,Other,Natural Ti,Locked,A3083,,1,2,610,,,,,,
43613,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,128GB,AT&T,Natural Ti,Locked,A3083,,1,3,610,,,,,,
43605,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,128GB,AT&T,Desert Tit,Locked,A3083,,1,2,610,,,,,,
43637,New York,PHONES,Apple,iPhone 16 Pro,KFCG,128GB,GSM Unlocked,Desert Tit,GSM Unlocked,A3083,,1,1,655,,,,,,
44217,New York,PHONES,Apple,iPhone 16 Pro,KFCG,128GB,T-Mobile,Natural Ti,Locked,A3083,,1,1,585,,,,,,
43653,New York,PHONES,Apple,iPhone 16 Pro,KFLB,128GB,GSM Unlocked,White Tita,GSM Unlocked,A3083,,1,1,655,,,,,,
43630,New York,PHONES,Apple,iPhone 16 Pro,KFLB,128GB,GSM Unlocked,Black Tita,GSM Unlocked,A3083,,1,2,655,,,,,,
66714,New York,PHONES,Apple,iPhone 16 Pro,PGL,128GB,GSM Unlocked,Black Tita,GSM Unlocked,A3083,,1,2,620,,,,,,
44436,New York,PHONES,Apple,iPhone 16 Pro,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,A3083,,1,20,595,,,,,,
45533,New York,PHONES,Apple,iPhone 16 Pro,A1-Stock,256GB,Other,Natural Ti,Locked,A3083,,1,1,700,,,,,,
43697,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,256GB,AT&T,Black Tita,Locked,A3083,,1,2,660,,,,,,
43713,New York,PHONES,Apple,iPhone 16 Pro,B2-Stock,256GB,AT&T,Natural Ti,Locked,A3083,,1,1,660,,,,,,
43730,New York,PHONES,Apple,iPhone 16 Pro,KFLB,256GB,GSM Unlocked,Black Tita,GSM Unlocked,A3083,,1,1,735,,,,,,
44437,New York,PHONES,Apple,iPhone 16 Pro,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,A3083,,1,6,705,,,,,,
44452,New York,PHONES,Apple,iPhone 16 Pro,PLCD,512GB,GSM Unlocked,Mixed,GSM Unlocked,A3083,,1,1,695,,,,,,
45621,New York,PHONES,Apple,iPhone 16 Pro Max,A2-Stock,256GB,Other,White Tita,Locked,A3084,,1,1,760,,,,,,
45598,New York,PHONES,Apple,iPhone 16 Pro Max,A2-Stock,256GB,Other,Black Tita,Locked,A3084,,1,1,760,,,,,,
45622,New York,PHONES,Apple,iPhone 16 Pro Max,B1-Stock,256GB,Other,White Tita,Locked,A3084,,1,1,750,,,,,,
45607,New York,PHONES,Apple,iPhone 16 Pro Max,B1-Stock,256GB,Other,Desert Tit,Locked,A3084,,1,1,750,,,,,,
45599,New York,PHONES,Apple,iPhone 16 Pro Max,B1-Stock,256GB,Other,Black Tita,Locked,A3084,,1,2,750,,,,,,
45608,New York,PHONES,Apple,iPhone 16 Pro Max,B2-Stock,256GB,Other,Desert Tit,Locked,A3084,,1,1,730,,,,,,
45600,New York,PHONES,Apple,iPhone 16 Pro Max,B2-Stock,256GB,Other,Black Tita,Locked,A3084,,1,3,730,,,,,,
45616,New York,PHONES,Apple,iPhone 16 Pro Max,B2-Stock,256GB,Other,Natural Ti,Locked,A3084,,1,2,730,,,,,,
45623,New York,PHONES,Apple,iPhone 16 Pro Max,B2-Stock,256GB,Other,White Tita,Locked,A3084,,1,1,730,,,,,,
43889,New York,PHONES,Apple,iPhone 16 Pro Max,KFCG,256GB,GSM Unlocked,Black Tita,GSM Unlocked,A3084,,1,1,840,,,,,,
66745,New York,PHONES,Apple,iPhone 16 Pro Max,PGL,256GB,AT&T,White Tita,Locked,A3084,,1,1,680,,,,,,
44442,New York,PHONES,Apple,iPhone 16 Pro Max,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,A3084,,1,9,730,,,,,,
45790,New York,PHONES,Apple,iPhone 16 PSIM,C1-Stock,128GB,Other,Black,Locked,A3286,,1,1,500,,,,,,
45200,New York,PHONES,Apple,iPhone 16e,A1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A3212,,1,100+,420,,,,,,
45201,New York,PHONES,Apple,iPhone 16e,A2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A3212,,1,29,410,,,,,,
24923,New York,PHONES,Apple,iPhone 8,A1-Stock,64GB,Verizon,Silver,GSM Unlocked,A1863,,1,20,130,,,,,,
24920,New York,PHONES,Apple,iPhone 8,A1-Stock,64GB,Verizon,Gold,GSM Unlocked,A1863,,1,16,130,,,,,,
24924,New York,PHONES,Apple,iPhone 8,A2-Stock,64GB,Verizon,Silver,GSM Unlocked,A1863,,1,2,120,,,,,,
24921,New York,PHONES,Apple,iPhone 8,A2-Stock,64GB,Verizon,Gold,GSM Unlocked,A1863,,1,6,120,,,,,,
31006,New York,PHONES,Apple,iPhone 8,B1-Stock,64GB,Verizon,Silver,GSM Unlocked,A1863,,1,4,110,,,,,,
30983,New York,PHONES,Apple,iPhone 8,B1-Stock,64GB,Verizon,Gold,GSM Unlocked,A1863,,1,6,110,,,,,,
45922,New York,PHONES,Apple,iPhone 8,A1-Stock,128GB,Verizon,Grey,GSM Unlocked,A1863,,1,7,135,,,,,,
30951,New York,PHONES,Apple,iPhone 8,B1-Stock,128GB,Verizon,Grey,GSM Unlocked,A1863,,1,9,120,,,,,,
25504,New York,PHONES,Apple,iPhone 8 Plus,A1-Stock,64GB,Verizon,Silver,GSM Unlocked,A1864,,1,7,145,,,,,,
25529,New York,PHONES,Apple,iPhone 8 Plus,A1-Stock,64GB,Verizon,Grey,GSM Unlocked,A1864,,1,19,145,,,,,,
24738,New York,PHONES,Apple,iPhone 8 Plus,A1-Stock,64GB,Verizon,Gold,GSM Unlocked,A1864,,1,15,145,,,,,,
25468,New York,PHONES,Apple,iPhone 8 Plus,A2-Stock,64GB,Verizon,Silver,GSM Unlocked,A1864,,1,9,135,,,,,,
24758,New York,PHONES,Apple,iPhone 8 Plus,A2-Stock,64GB,Verizon,Grey,GSM Unlocked,A1864,,1,19,135,,,,,,
24739,New York,PHONES,Apple,iPhone 8 Plus,A2-Stock,64GB,Verizon,Gold,GSM Unlocked,A1864,,1,8,135,,,,,,
31060,New York,PHONES,Apple,iPhone 8 Plus,B1-Stock,64GB,Verizon,Grey,GSM Unlocked,A1864,,1,17,125,,,,,,
31051,New York,PHONES,Apple,iPhone 8 Plus,B1-Stock,64GB,Verizon,Gold,GSM Unlocked,A1864,,1,11,125,,,,,,
26620,New York,PHONES,Apple,iPhone 8 Plus,A1-Stock,256GB,Verizon,Gold,GSM Unlocked,A1864,,1,4,155,,,,,,
28449,New York,PHONES,Apple,iPhone 8 Plus,A1-Stock,256GB,Verizon,Silver,GSM Unlocked,A1864,,1,4,155,,,,,,
26056,New York,PHONES,Apple,iPhone 8 Plus,A1-Stock,256GB,Verizon,Grey,GSM Unlocked,A1864,,1,8,155,,,,,,
24530,New York,PHONES,Apple,iPhone 8 Plus,A2-Stock,256GB,Verizon,Grey,GSM Unlocked,A1864,,1,1,145,,,,,,
31022,New York,PHONES,Apple,iPhone 8 Plus,B1-Stock,256GB,Verizon,Gold,GSM Unlocked,A1864,,1,1,135,,,,,,
31029,New York,PHONES,Apple,iPhone 8 Plus,B1-Stock,256GB,Verizon,Grey,GSM Unlocked,A1864,,1,4,135,,,,,,
28974,New York,PHONES,Apple,iPhone SE 2,A1-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A2275,,1,9,120,,,,,,
29203,New York,PHONES,Apple,iPhone SE 2,A1-Stock,128GB,GSM Unlocked,Red,GSM Unlocked,A2275,,1,5,135,,,,,,
32194,New York,PHONES,Apple,iPhone SE 3,A1-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A2595,,1,13,170,,,,,,
32189,New York,PHONES,Apple,iPhone SE 3,A1-Stock,64GB,GSM Unlocked,Red,GSM Unlocked,A2595,,1,2,170,,,,,,
32181,New York,PHONES,Apple,iPhone SE 3,A1-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A2595,,1,1,170,,,,,,
32195,New York,PHONES,Apple,iPhone SE 3,A2-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A2595,,1,25,160,,,,,,
32182,New York,PHONES,Apple,iPhone SE 3,A2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A2595,,1,16,160,,,,,,
41044,New York,PHONES,Apple,iPhone SE 3,B1-Stock,64GB,Other,White,Locked,A2595,,1,1,115,,,,,,
32196,New York,PHONES,Apple,iPhone SE 3,B1-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A2595,,1,1,145,,,,,,
32184,New York,PHONES,Apple,iPhone SE 3,B2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A2595,,1,70,130,,,,,,
32197,New York,PHONES,Apple,iPhone SE 3,B2-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A2595,,1,1,130,,,,,,
41045,New York,PHONES,Apple,iPhone SE 3,B2-Stock,64GB,Other,White,Locked,A2595,,1,1,105,,,,,,
32184UP,New York,PHONES,Apple,iPhone SE 3,B2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A2595,Unknown Part Message,1,1,110,,,,,,
32183RC1,New York,PHONES,Apple,iPhone SE 3,RC1-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A2595,,1,1,140,,,,,,
33783RC1,New York,PHONES,Apple,iPhone SE 3,RC1-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A2595,,1,2,140,,,,,,
32184RC2,New York,PHONES,Apple,iPhone SE 3,RC2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A2595,,1,1,125,,,,,,
26897,New York,PHONES,Apple,iPhone XR,A1-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A1984,,1,1,165,,,,,,
26747,New York,PHONES,Apple,iPhone XR,A2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A1984,,1,2,155,,,,,,
26898,New York,PHONES,Apple,iPhone XR,A2-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A1984,,1,23,155,,,,,,
26904,New York,PHONES,Apple,iPhone XR,A2-Stock,64GB,GSM Unlocked,Red,GSM Unlocked,A1984,,1,1,155,,,,,,
26914,New York,PHONES,Apple,iPhone XR,A2-Stock,64GB,GSM Unlocked,Coral,GSM Unlocked,A1984,,1,2,155,,,,,,
26918,New York,PHONES,Apple,iPhone XR,A2-Stock,64GB,GSM Unlocked,Yellow,GSM Unlocked,A1984,,1,1,155,,,,,,
31221,New York,PHONES,Apple,iPhone XR,B1-Stock,64GB,GSM Unlocked,Coral,GSM Unlocked,A1984,,1,26,145,,,,,,
31227,New York,PHONES,Apple,iPhone XR,B1-Stock,64GB,GSM Unlocked,Red,GSM Unlocked,A1984,,1,12,145,,,,,,
31214,New York,PHONES,Apple,iPhone XR,B1-Stock,64GB,GSM Unlocked,Blue,GSM Unlocked,A1984,,1,7,145,,,,,,
31207,New York,PHONES,Apple,iPhone XR,B1-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A1984,,1,4,145,,,,,,
31241,New York,PHONES,Apple,iPhone XR,B1-Stock,64GB,GSM Unlocked,Yellow,GSM Unlocked,A1984,,1,10,145,,,,,,
31235,New York,PHONES,Apple,iPhone XR,B1-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A1984,,1,29,145,,,,,,
26885,New York,PHONES,Apple,iPhone XR,B2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A1984,,1,1,135,,,,,,
26919,New York,PHONES,Apple,iPhone XR,B2-Stock,64GB,GSM Unlocked,White,GSM Unlocked,A1984,,1,5,135,,,,,,
26885UP,New York,PHONES,Apple,iPhone XR,B2-Stock,64GB,GSM Unlocked,Black,GSM Unlocked,A1984,Unknown Part Message,1,1,115,,,,,,
27219,New York,PHONES,Apple,iPhone XR,KFLB,64GB,GSM Unlocked,White,GSM Unlocked,A1984,,1,2,105,,,,,,
27220,New York,PHONES,Apple,iPhone XR,KFLB,64GB,GSM Unlocked,Black,GSM Unlocked,A1984,,1,7,105,,,,,,
31148,New York,PHONES,Apple,iPhone XR,B1-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A1984,,1,10,155,,,,,,
27112,New York,PHONES,Apple,iPhone XR,B2-Stock,128GB,GSM Unlocked,Black,GSM Unlocked,A1984,,1,20,145,,,,,,
43082,New York,ACCESSORY,Apple,Magic Keyboard,Used,NA,,Silver,,A2520,,1,1,125,,,,,,
39991,New York,ACCESSORY,Apple,Watch Band 41mm,New,NA,,White,,,,1,100+,20,,,,,,
39998,New York,ACCESSORY,Apple,Watch Charging Cable Type-C,New,NA,,,,,,1,100+,30,,,,,,
39129,New York,WEARABLES,Apple,Watch SE 2 44mm GPS+Cellular Aluminum,C-Stock,NA,GSM Unlocked,Black,GSM Unlocked,A2727,,1,100+,90,,,,,,
45698,New York,WEARABLES,JBL,Live600NC,Open Box,NA,N/A,Black,,,,1,1,60,,,,,,
45697,New York,WEARABLES,JBL,Quantum,Used,NA,N/A,Black,,400 WIRED,,1,1,30,,,,,,
67042,New York,PHONES,Samsung,Galaxy A53 5G,PLB,128GB,Verizon,Black,GSM Unlocked,A536V,,1,1,60,,,,,,
45914,New York,PHONES,Samsung,Galaxy S22,KFLB,256GB,GSM Unlocked,Green,GSM Unlocked,S901U,,1,9,170,,,,,,
60726BK,New York,PHONES,Samsung,Galaxy S22,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S901U,,1,3,160,,,,,,
60726GR,New York,PHONES,Samsung,Galaxy S22,PGL,256GB,GSM Unlocked,Green,GSM Unlocked,S901U,,1,1,160,,,,,,
45902,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,B2-Stock,128GB,Verizon,Black,Locked,S908U,,1,1,280,,,,,,
60713BK,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,S908U,,1,6,240,,,,,,
67033,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLB,128GB,GSM Unlocked,Green,GSM Unlocked,S908U,,1,1,230,,,,,,
66447,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLB,128GB,GSM Unlocked,White,GSM Unlocked,S908U,,1,2,230,,,,,,
66423,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLB,128GB,GSM Unlocked,Black,GSM Unlocked,S908U,,1,2,230,,,,,,
38535,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,S908U,,1,26,180,,,,,,
60767BK,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S908U,,1,1,270,,,,,,
67032,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,S908U,,1,3,260,,,,,,
38458,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,S908U,,1,4,210,,,,,,
60783GR,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PGL,512GB,GSM Unlocked,Green,GSM Unlocked,S908U,,1,1,300,,,,,,
67047,New York,PHONES,Samsung,Galaxy S22 Ultra 5G,PLB,512GB,GSM Unlocked,Black,GSM Unlocked,S908U,,1,1,290,,,,,,
60718BK,New York,PHONES,Samsung,Galaxy S22+ 5G,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,S906U,,1,12,140,,,,,,
66448,New York,PHONES,Samsung,Galaxy S22+ 5G,PLB,128GB,GSM Unlocked,Black,GSM Unlocked,S906U,,1,1,140,,,,,,
60688BK,New York,PHONES,Samsung,Galaxy S22+ 5G,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S906U,,1,5,170,,,,,,
60771W,New York,PHONES,Samsung,Galaxy S22+ 5G,PGL,256GB,GSM Unlocked,White,GSM Unlocked,S906U,,1,1,170,,,,,,
66445,New York,PHONES,Samsung,Galaxy S22+ 5G,PLB,256GB,GSM Unlocked,Black,GSM Unlocked,S906U,,1,2,160,,,,,,
36072,New York,PHONES,Samsung,Galaxy S23,B1-Stock,128GB,GSM Unlocked,Green,GSM Unlocked,S911U,,1,7,280,,,,,,
36216,New York,PHONES,Samsung,Galaxy S23,KFLB,128GB,GSM Unlocked,Cream,GSM Unlocked,S911U,,1,16,230,,,,,,
36261,New York,PHONES,Samsung,Galaxy S23,KFLB,128GB,GSM Unlocked,Black,GSM Unlocked,S911U,,1,1,230,,,,,,
45926,New York,PHONES,Samsung,Galaxy S23,KFLB,128GB,Verizon,Black,Locked,S911U,,1,1,170,,,,,,
65710GR,New York,PHONES,Samsung,Galaxy S23,PGL,128GB,GSM Unlocked,Green,GSM Unlocked,S911U,,1,1,210,,,,,,
60698L,New York,PHONES,Samsung,Galaxy S23,PGL,128GB,GSM Unlocked,Lavender,GSM Unlocked,S911U,,1,3,210,,,,,,
60684BK,New York,PHONES,Samsung,Galaxy S23,PGL,128GB,GSM Unlocked,Black,GSM Unlocked,S911U,,1,1,210,,,,,,
60764C,New York,PHONES,Samsung,Galaxy S23,PGL,128GB,GSM Unlocked,Cream,GSM Unlocked,S911U,,1,2,210,,,,,,
66444,New York,PHONES,Samsung,Galaxy S23,PLB,128GB,GSM Unlocked,Black,GSM Unlocked,S911U,,1,2,200,,,,,,
66443,New York,PHONES,Samsung,Galaxy S23,PLB,128GB,GSM Unlocked,Cream,GSM Unlocked,S911U,,1,1,200,,,,,,
60775BK,New York,PHONES,Samsung,Galaxy S23,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S911U,,1,1,240,,,,,,
39212,New York,PHONES,Samsung,Galaxy S23 Ultra,B1-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,S918U1,,1,1,460,,,,,,
36145,New York,PHONES,Samsung,Galaxy S23 Ultra,B2-Stock,256GB,GSM Unlocked,Black,GSM Unlocked,S918U,,1,1,450,,,,,,
44463,New York,PHONES,Samsung,Galaxy S23 Ultra,B2-Stock,256GB,Other,Black,Locked,S918U,,1,1,400,,,,,,
45818,New York,PHONES,Samsung,Galaxy S23 Ultra,B2-Stock,256GB,Verizon,Black,Locked,S918U,,1,1,400,,,,,,
45819,New York,PHONES,Samsung,Galaxy S23 Ultra,C1-Stock,256GB,Verizon,Black,Locked,S918U,,1,1,350,,,,,,
42968,New York,PHONES,Samsung,Galaxy S23 Ultra,KFCG,256GB,Other,Green,Locked,S918U,,1,1,320,,,,,,
39518,New York,PHONES,Samsung,Galaxy S23 Ultra,KFCG,256GB,Verizon,Black,Locked,S918U,,1,1,320,,,,,,
36296,New York,PHONES,Samsung,Galaxy S23 Ultra,KFCG,256GB,GSM Unlocked,Black,GSM Unlocked,S918U,,1,2,420,,,,,,
60677BK,New York,PHONES,Samsung,Galaxy S23 Ultra,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S918U,,1,8,390,,,,,,
60769LV,New York,PHONES,Samsung,Galaxy S23 Ultra,PGL,256GB,GSM Unlocked,Lavender,GSM Unlocked,S918U,,1,5,390,,,,,,
60769GR,New York,PHONES,Samsung,Galaxy S23 Ultra,PGL,256GB,GSM Unlocked,Green,GSM Unlocked,S918U,,1,4,390,,,,,,
38029,New York,PHONES,Samsung,Galaxy S23 Ultra,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,S918U,,1,5,320,,,,,,
45818RC2,New York,PHONES,Samsung,Galaxy S23 Ultra,RC2-Stock,256GB,Verizon,Black,Locked,S918U,,1,1,395,,,,,,
45868,New York,PHONES,Samsung,Galaxy S23 Ultra,C1-Stock,512GB,GSM Unlocked,Green,GSM Unlocked,S918U,,1,1,470,,,,,,
45814,New York,PHONES,Samsung,Galaxy S23 Ultra,C1-Stock,512GB,Docomo,Black,GSM Unlocked,SC-52D,,1,1,470,,,,,,
39271,New York,PHONES,Samsung,Galaxy S23 Ultra,KFCG,512GB,GSM Unlocked,Red,GSM Unlocked,S918U1,,1,1,460,,,,,,
60709BK,New York,PHONES,Samsung,Galaxy S23 Ultra,PGL,512GB,GSM Unlocked,Black,GSM Unlocked,S918U,,1,3,440,,,,,,
60684L,New York,PHONES,Samsung,Galaxy S23+,PGL,256GB,GSM Unlocked,Lavender,GSM Unlocked,S916U,,1,1,240,,,,,,
60725BK,New York,PHONES,Samsung,Galaxy S23+,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S916U,,1,3,240,,,,,,
37984,New York,PHONES,Samsung,Galaxy S23+,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,S916U,,1,1,210,,,,,,
60784BK,New York,PHONES,Samsung,Galaxy S24,PGL,128GB,T-Mobile,Black,Locked,S921U,,1,1,170,,,,,,
39844,New York,PHONES,Samsung,Galaxy S24,PLCD,128GB,GSM Unlocked,Mixed,GSM Unlocked,S921U,,1,2,230,,,,,,
39808,New York,PHONES,Samsung,Galaxy S24 FE,B1-Stock,128GB,GSM Unlocked,Graphite,GSM Unlocked,S721U,,1,24,335,,,,,,
39806,New York,PHONES,Samsung,Galaxy S24 FE,B2-Stock,128GB,GSM Unlocked,Graphite,GSM Unlocked,S721U,,1,6,320,,,,,,
60673BL,New York,PHONES,Samsung,Galaxy S24 Ultra,PGL,256GB,GSM Unlocked,Blue,GSM Unlocked,S928U,,1,1,580,,,,,,
60673V,New York,PHONES,Samsung,Galaxy S24 Ultra,PGL,256GB,GSM Unlocked,Violet,GSM Unlocked,S928U,,1,1,580,,,,,,
60716BK,New York,PHONES,Samsung,Galaxy S24 Ultra,PGL,256GB,GSM Unlocked,Black,GSM Unlocked,S928U,,1,1,580,,,,,,
45179,New York,PHONES,Samsung,Galaxy S24 Ultra,A2-Stock,512GB,Other,Black,Locked,S928B,,1,1,640,,,,,,
60769V,New York,PHONES,Samsung,Galaxy S24 Ultra,PGL,512GB,GSM Unlocked,Violet,GSM Unlocked,S928U,,1,1,620,,,,,,
45184,New York,PHONES,Samsung,Galaxy S24 Ultra,PLCD,512GB,GSM Unlocked,Mixed,GSM Unlocked,S928U,,1,1,530,,,,,,
45870,New York,PHONES,Samsung,Galaxy S25,A1-Stock,128GB,GSM Unlocked,Silver,GSM Unlocked,S931U,,1,27,500,,,,,,
45898,New York,PHONES,Samsung,Galaxy S25,A1-Stock,128GB,GSM Unlocked,Navy,GSM Unlocked,S931U,,1,31,500,,,,,,
45065,New York,PHONES,Samsung,Galaxy S25,A1-Stock,128GB,GSM Unlocked,Icyblue,GSM Unlocked,S931U,,1,32,500,,,,,,
45861,New York,PHONES,Samsung,Galaxy S25,A1-Stock,128GB,GSM Unlocked,Mint,GSM Unlocked,S931U,,1,2,500,,,,,,
45900,New York,PHONES,Samsung,Galaxy S25,A2-Stock,128GB,GSM Unlocked,Navy,GSM Unlocked,S931U,,1,11,490,,,,,,
45907,New York,PHONES,Samsung,Galaxy S25,A2-Stock,128GB,GSM Unlocked,Silver,GSM Unlocked,S931U,,1,7,490,,,,,,
45863,New York,PHONES,Samsung,Galaxy S25,A2-Stock,128GB,GSM Unlocked,Mint,GSM Unlocked,S931U,,1,1,490,,,,,,
45066,New York,PHONES,Samsung,Galaxy S25,A2-Stock,128GB,GSM Unlocked,Icyblue,GSM Unlocked,S931U,,1,10,490,,,,,,
45908,New York,PHONES,Samsung,Galaxy S25,B1-Stock,128GB,GSM Unlocked,Silver,GSM Unlocked,S931U,,1,9,480,,,,,,
45899,New York,PHONES,Samsung,Galaxy S25,B1-Stock,128GB,GSM Unlocked,Navy,GSM Unlocked,S931U,,1,9,480,,,,,,
45067,New York,PHONES,Samsung,Galaxy S25,B1-Stock,128GB,GSM Unlocked,Icyblue,GSM Unlocked,S931U,,1,6,480,,,,,,
45901,New York,PHONES,Samsung,Galaxy S25,B2-Stock,128GB,GSM Unlocked,Navy,GSM Unlocked,S931U,,1,1,450,,,,,,
60785M,New York,PHONES,Samsung,Galaxy S25,PGL,128GB,GSM Unlocked,Mint,GSM Unlocked,S931U,,1,4,410,,,,,,
45106,New York,PHONES,Samsung,Galaxy S25 Ultra,B1-Stock,256GB,GSM Unlocked,Silverblue,GSM Unlocked,S938U,,1,1,810,,,,,,
45800,New York,PHONES,Samsung,Galaxy S25 Ultra,PLCD,256GB,GSM Unlocked,Mixed,GSM Unlocked,S938U,,1,1,600,,,,,,
45089,New York,PHONES,Samsung,Galaxy S25+,A1-Stock,256GB,GSM Unlocked,Silver,GSM Unlocked,S936U,,1,1,598,,,,,,
45081,New York,PHONES,Samsung,Galaxy S25+,A1-Stock,256GB,GSM Unlocked,Navy,GSM Unlocked,S936U,,1,4,598,,,,,,
